Time,Signal1,Signal2,Result
0.0176299,2.84882355741038,0.43947201760639054,2.4093515398039895
0.0763183,3.1889391066807926,1.6372858666343766,1.551653240046416
0.1251025,-3.726478290103654,1.9999983409197295,-5.726476631023384
0.1670394,-4.161178108365037,1.7273479198196664,-5.888526028184704
0.2109737,1.9337688754964457,0.9419909995495923,0.9917778759468534
0.2730434,3.567590294985132,-0.5710839582677396,4.138674253252871
0.3144692,-2.4274484083728787,-1.4487727168061189,-0.9786756915667598
0.3763556,-3.1844241913710976,-1.9997098167462597,-1.1847143746248379
0.421226,3.2938937693924557,-1.671945809469848,4.965839578862304
0.4669995,4.164649666307349,-0.8058243726711961,4.970474038978545
0.5167386,-2.732664571549777,0.4175915868044711,-3.150256158354248
0.5717314,-3.708912535537865,1.5683969574982837,-5.277309493036149
0.6151367,2.5185728668291967,1.9846570753595754,0.5339157914696213
0.6755679,3.278831470552257,1.6096034672957646,1.6692280032564923
0.7211484,-3.284713472386718,0.7093377544322286,-3.9940512268189465
0.7663895,-4.216905651227483,-0.40900713799532884,-3.8078985132321543
0.8256413,3.7823704656220007,-1.6274550487299528,5.409825514351954
0.8716203,3.7205936350784126,-1.9981965224078753,5.718790157486287
0.9155248,-2.5710481367291074,-1.7462211257138696,-0.8248270110152378
0.9752592,-3.315285272154594,-0.6118351524545761,-2.7034501197000176
1.0221988,3.4073001144474926,0.5507088269833794,2.8565912874641133
1.0650935,4.322764875948241,1.4595448730994205,2.863220002848821
1.1113464,-1.9876229837884574,1.970633755754456,-3.9582567395429136
1.1737694,-3.4867688322981283,1.6360190279390598,-5.122787860237188
1.2255336,3.771284406547977,0.6052657322298032,3.166018674318174
1.2716291,3.7196700504823195,-0.5369302082062225,4.256600258688542
1.3171206,-2.7827165455380944,-1.4938992645258764,-1.288817281012218
1.3632855,-4.458438711779022,-1.9783686899990514,-2.4800700217799703
1.4219509000000001,3.3786985945835997,-1.6618786764488926,5.040577271032492
1.4687682,4.004557888807889,-0.7649442475377678,4.769502136345657
1.5150089,-2.5012106133384315,0.37498234621159643,-2.876192959550028
1.5617637,-4.561506610794796,1.4010680345954207,-5.962574645390216
1.6216732,3.3464156163689216,1.9982525294696283,1.3481630868992933
1.6688952000000001,3.992580864226092,1.7033707506308413,2.2892101135952503
1.7251213,-3.728446570615302,0.6151338795413971,-4.343580450156699
1.7714053,-3.7430699703596977,-0.5315098708120682,-3.211560099547629
1.8149237,2.4896133608591335,-1.4566238780810707,3.9462372389402045
1.869344,3.949747904448084,-1.9949504149152633,5.944698319363347
1.9215657,-3.333850087257366,-1.6672454094940492,-1.666604677763317
1.9672079999999998,-4.146436697910189,-0.801025600162243,-3.3454110977479457
2.0263511,3.8543445247369506,0.6502382402654101,3.2041062844715404
2.071468,3.736532836866109,1.5642806189991876,2.1722522178669212
2.1174113,-2.8205376839523093,1.9909128991179121,-4.811450583070221
2.1753631,-3.303050559203427,1.612653213086245,-4.915703772289672
2.2212803,3.3003059725864166,0.7062372750646579,2.5940686975217586
2.2670613,4.159269887246398,-0.42551970935873884,4.5847895966051375
2.3137758,-2.3316583856590913,-1.4367037670964429,-0.8949546185626485
2.3718994,-3.6911631736626527,-1.9984820541837491,-1.6926811194789035
2.4145402000000002,2.437192484585664,-1.758151235308875,4.195343719894539
2.4752755,3.3133682033331757,-0.6114451160361646,3.92481331936934
2.5220301000000003,-3.3878586731330658,0.5466316015806942,-3.93449027471376
2.5670384,-4.161265194732147,1.4925248833591613,-5.653790078091308
2.6262813,3.8473511623516856,1.9997407540397183,1.8476104083119673
2.6714618999999997,3.737169462964382,1.6686849086192654,2.0684845543451167
2.7149652,-2.495264490541778,0.8523498809679806,-3.3476143715097586
2.7761432,-3.210075160622559,-0.6452947933820862,-2.564780367240473
2.8217351,3.353633716313044,-1.5684546577432492,4.922088374056293
2.8656593,4.277420622923939,-1.9862380528795607,6.2636586758035
2.9256187000000002,-3.780047728678746,-1.608845336411445,-2.171202392267301
2.9713623,-3.747544778099213,-0.7043087808605021,-3.043235997238711
3.017014,2.7687891680071983,0.42435807325653413,2.3444310947506644
3.0755667,3.2789737755744546,1.626364553224341,1.6526092223501136
3.1213588,-3.3095589333387077,1.9979066925345155,-5.307465625873223
3.1649678,-4.332653785024301,1.753003087450096,-6.085656872474397
3.2107516,1.9015495085157206,0.9469113892373474,0.9546381192783732
3.2728082,3.5933777875704958,-0.5654163579577376,4.158794145528233
3.3148459,-2.479007799337865,-1.4552833024812881,-1.0237244968565768
3.3761454,-3.209810203203612,-1.9997928301327643,-1.210017373070848
3.4218146,3.3628855278712595,-1.6637821108944162,5.026667638765676
3.4670533,4.159967182609318,-0.8045866564767946,4.964553839086112
3.5263776,-3.8569947457509564,0.6508680391492817,-4.507862784900238
3.5716099999999997,-3.721674287657964,1.5665018857016406,-5.288176173359604
3.6152721,2.536923319055495,1.9850749077037686,0.5518484113517266
3.6753713,3.3020834706686317,1.6125313092607052,1.6895521614079265
3.7215843,-3.3360269404132925,0.6990839884201852,-4.035110928833477
3.7673214,-4.13645619682074,-0.43190478268647853,-3.7045514141342615
3.8260973,3.828827363210295,-1.6340896860128526,5.462917049223147
3.8737953000000003,3.4838517727756706,-1.999770823937023,5.483622596712694
3.9170149,-2.7689068839462494,-1.7276582083680991,-1.0412486755781503
3.9761924,-3.204146088515962,-0.5894641461244168,-2.6146819423915453
4.0221699,3.4039763790424193,0.5500105325971386,2.8539658464452806
4.0669084,4.1725514198882365,1.4903480375478622,2.6822033823403744
4.1260973,-3.8288273632102827,1.9998098643275144,-5.828637227537797
4.1716653,-3.7158677699082583,1.6658614891115588,-5.381729259019817
4.2153694999999995,2.550095350469961,0.843146713792411,1.70694863667755
4.2609385,4.6130507070546125,-0.2740495790651938,4.887100286119806
4.3113406,-1.9867869681528578,-1.39345988328723,-0.5933270848656278
4.3652732,-4.308510716133272,-1.9850782786736627,-2.3234324374596094
4.4265256,3.8717467726418904,-1.5952008727528006,5.466947645394691
4.4713895,3.744714996296436,-0.70366891994628,4.448383916242716
4.5169571,-2.761342415055848,0.422960473068058,-3.1843028881239057
4.5610563,-4.605881523558283,1.3883254824016025,-5.994207005959885
4.6214731,3.3229957094980405,1.9980360296411643,1.3249596798568761
4.6649928,4.330692394821646,1.7527005290050217,2.5779918658166237
4.7256229,-3.780479531948223,0.603126241804662,-4.383605773752885
4.7715805,-3.724767203870921,-0.5357534971167741,-3.189013706754147
4.816981,2.7644713891525914,-1.4915642129531717,4.256035602105763
4.8704075,3.845129727016352,-1.996670358181178,5.84180008519753
4.9214336,-3.3183570404448366,-1.6690768807665508,-1.6492801596782858
4.9669502,-4.168930046685294,-0.8069582390351745,-3.3619718076501197
5.0254221,3.759761711866037,0.6281145588499386,3.1316471530160985
5.0712387,3.760369139216234,1.5606832300413438,2.19968590917489
5.1109175,-1.9256249489682242,1.9687647091506977,-3.894389658118922
5.1760719,-3.2186538809297076,1.6020528748593081,-4.820706755789016
5.2214714,3.322796175901241,0.7017417837767503,2.6210543921244907
5.2671693,4.149830703897205,-0.4281715066887594,4.578002210585964
5.3141237,-2.3798603274657806,-1.4427728210897577,-0.9370875063760229
5.3713755,-3.7461718432662012,-1.9979258466807608,-1.7482459965854404
5.4142406,2.395993429583557,-1.7617280745903992,4.157721504173956
5.4752553,3.315743828465414,-0.6119284702464981,3.927672298711912
5.5223309,-3.4224568880736665,0.5538997585343228,-3.9763566466079894
5.5651533,-4.3180366942638235,1.4605720047184942,-5.7786086989823175
5.6263774,3.8569747540922212,1.9997004088069321,1.8572743452852891
5.6714361,3.739860560157449,1.669042262751187,2.0708182974062623
5.7154736,-2.5641470662388315,0.8407735304581133,-3.404920596696945
5.7618337,-4.556992681349316,-0.2963183811986267,-4.260674300150689
5.8218088,3.3622112616198296,-1.5696032776487499,4.931814539268579
5.8643094,4.3833432851823035,-1.981979343053271,6.365322628235575
5.9109213,-1.9261757954222247,-1.7996742150154268,-0.12650158040679793
5.9712859,-3.75547849156026,-0.7061055968555843,-3.0493728947046757
6.0171236,2.7831080472198084,0.42704949952896415,2.356058547690844
6.0754205,3.2962763398324437,1.6242232715285263,1.6720530683039174
6.1227066,-3.465240539798726,1.999169481550247,-5.464410021348973
6.1654353,-4.295534808847475,1.7473166440270687,-6.042851452874544
6.2107784,1.9054422450726034,0.9463180542563017,0.9591241908163017
6.2713989,3.7437364211259254,-0.5313548035995256,4.275091224725451
6.3153092,-2.5419433992090363,-1.4632458814262586,-1.0786975177827778
6.3755211,-3.2843779113948193,-1.999957119452434,-1.2844207919423853
6.4218271,3.364338308252303,-1.6636077511466811,5.0279460593989835
6.467218,4.145558697085601,-0.800795304751088,4.946354001836689
6.5131481,-2.2439891423726355,0.3289463669007393,-2.5729355092733748
6.5712621,-3.757945571260058,1.5610509367810976,-5.318996508041155
6.6168708,2.7500311227224277,1.9895735218602826,0.7604576008621451
6.6760911,3.2163453497576766,1.60176396064029,1.6145813891173866
6.7207875999999995,-3.2417743064299627,0.717808841775526,-3.9595831482054886
6.7671943,-4.147638894646839,-0.4287852364331464,-3.7188536582136926
6.8260643,3.8254916118116347,-1.6336113462055795,5.459102958017214
6.8713505999999995,3.7487611588496956,-1.997897255295504,5.7466584141452
6.9170819,-2.7776639589993697,-1.7268092758325997,-1.05085468316677
6.9760598,-3.220108135012463,-0.5926478934101166,-2.6274602416023467
7.0220393,3.3889213640689517,0.5468540152503362,2.8420673488186154
7.0651008,4.322188507104118,1.4596703029095908,2.8625182041945276
7.1228883,-3.485759197688388,1.9992958605404696,-5.485055058228857
7.171766,-3.705265443860934,1.6644596314653441,-5.369725075326278
7.2152989,2.5405500302068393,0.8447553717539262,1.695794658452913
7.2752111,3.320937319622303,-0.6230776591970442,3.9440149788193475
7.3115545,-2.0175747745945722,-1.39731115326747,-0.6202636213271022
7.3642994999999996,-4.384091217863192,-1.9819460019704818,-2.4021452158927104
7.4264451000000005,3.8637332276775465,-1.5964204139392644,5.460153641616811
7.4714862,3.734632579671193,-0.7013934551493783,4.436026034820571
7.5170338,-2.7713784071877416,0.424844357799482,-3.1962227649872235
7.5606941,-4.627723006678657,1.3817585635348526,-6.009481570213509
7.6212613000000005,3.2980633832822286,1.9977931080131492,1.3002702752690793
7.6644515,4.37256112149084,1.7592127985404984,2.6133483229503414
7.7253061,-3.747725014607149,0.610712831156162,-4.35843784576331
7.7605665,-4.635274994152019,-0.26478542561420615,-4.370489568537813
7.8153942,2.5534319007247315,-1.4647013708877872,4.018133271612519
7.8694846,3.9361672752953436,-1.9951982460777884,5.931365521373132
7.9216675,-3.3457503080778555,-1.6658308911233595,-1.679919416954496
7.9661319,-4.238509119381247,-0.8257330158551235,-3.4127761035261233
8.0105835,1.8771021211495187,0.26520891517581613,1.6118932059737026
8.0713731,3.746421515705532,1.5627933473833673,2.1836281683221648
8.110942,-1.9291759767352714,1.9688730151226739,-3.8980489918579453
8.1762504,-3.197146701893599,1.5993632808715061,-4.796509982765105
8.2220018,3.384587969549957,0.6892433788534945,2.6953445906964624
8.2669607,4.16801924159569,-0.4230489041000278,4.5910681456957185
8.3131607,-2.24575764859935,-1.4259063356621073,-0.8198513129372427
8.3752868,-3.3120386824531636,-1.9999870109451139,-1.3120516715080497
8.4141889,2.3888624033161348,-1.7623427812424095,4.1512051845585445
8.4607848,4.622309716624305,-0.9461763464418508,5.568486063066156
8.5221238,-3.3986686967695636,0.5488964942088014,-3.947565190978365
8.564993,-4.330676692927552,1.457816817385465,-5.7884935103130175
8.6251297,3.729325594756453,1.9999973435626122,1.729328251193841
8.6718863,3.6925509038828426,1.6627814259070837,2.029769477975759
8.7156322,-2.5855025775507046,0.8371551379306519,-3.4226577154813564
8.7623123,-4.525541010260142,-0.3082087277623272,-4.217332282497814
8.8219707,3.380990577406691,-1.5721217724693972,4.953112349876088
8.865081,4.323751280917245,-1.984483522068975,6.308234802986219
8.9124576,-2.1465421989273006,-1.782496580497042,-0.3640456184302585
8.9716831,-3.713996377368878,-0.6967569685284336,-3.0172394088404446
9.0170058,2.767716543061756,0.42415667499352094,2.343559868068235
9.0762387,3.1985595025473446,1.6361361168757034,1.5624233856716412
9.1230117,-3.499629546758098,1.9993757465383715,-5.499005293296469
9.1645477,-4.365212246773399,1.7580613749952325,-6.123273621768631
9.2256251,3.7807056883459866,0.6030735235968251,3.1776321647491614
9.2715059,3.7325743318771885,-0.5339468811786021,4.266521213055791
9.3151312,-2.517826499007662,-1.460192508650503,-1.0576339903571592
9.3609062,-4.615005418308359,-1.9687146928987036,-2.646290725409655
9.4217659,3.3572205514785045,-1.6644610249006606,5.021681576379165
9.467162,4.150470229393715,-0.8020847960744962,4.952555025468211
9.5119047,-2.067783671365758,0.2980829938933191,-2.365866665259077
9.5717811,-3.7036724215554964,1.5691717289768812,-5.272844150532378
9.6151136,2.5154376169393613,1.9845852170411078,0.5308523998982535
9.6752051,3.3216418250327235,1.6149987465033768,1.7066430785293467
9.7216005,-3.3379219812195444,0.6987025062924741,-4.036624487512018
9.767332,-4.135520590212304,-0.4321648997419529,-3.703355690470351
9.8263051,3.8497377988485146,-1.6370953178900634,5.486833116738578
9.871748,3.7071633214122617,-1.9983302157468763,5.705493537159138
9.9169968,-2.766539060354982,-1.7278873367698022,-1.03865172358518
9.9754428,-3.2936416515375537,-0.6074403788171598,-2.686201272720394
10.0218324,3.364954130520194,0.5418503646952676,2.8231037658249267
10.0651013,4.322149021467297,1.4596788935430214,2.8624701279242757
10.1250352,-3.719421613687249,1.999999804338649,-5.719421418025898
10.1717647,-3.7054025524987457,1.6644777459194493,-5.369880298418195
10.2151772,2.524066531144893,0.8475268082956154,1.6765397228492773
10.2751705,3.32570216948995,-0.622107970134773,3.947810139624723
10.3117414,-2.044401787816274,-1.400668024586154,-0.6437337632301201
10.3691212,-3.971110358874623,-1.9945449394562194,-1.9765654194184035
10.4161711,2.657582795979069,-1.7382446561132703,4.395827452092339
10.4715067,3.732490717996853,-0.7009109328559779,4.433401650852831
10.5159046,-2.6220311837520134,0.39707031186155706,-3.0191014956135707
10.5623032,-4.526148589957134,1.4107118038020854,-5.936860393759219
10.6213787,3.3119013925105154,1.9979295068908398,1.3139718856196756
10.6652243,4.3124031792845665,1.7498906242894745,2.562512554995092
10.7265893,-3.878070377972147,0.5799247672904239,-4.457995145262571
10.7730178,-3.570406568794478,-0.5704673176614066,-2.999939251133071
10.8172104,2.7944247766358017,-1.4953988955157276,4.289823672151529
10.8681001,4.066510414250689,-1.99248665698258,6.058997071233269
10.9213902,-3.3132544848386947,-1.6696775869600051,-1.6435768978786895
10.9670503,-4.160228600628323,-0.8046556837952967,-3.3555729168330264
11.025473,3.765027579303577,0.6293289615910309,3.135698617712546
11.071524,3.73068199117121,1.5651572067216282,2.165524784449582
11.117012,-2.7685275691068956,1.989932279717834,-4.75845984882473
11.1754691,-3.2905322960270604,1.6110760636050712,-4.901608359632132
11.2216359,3.3420599868022243,0.6978687964493497,2.6441911903528745
11.2669572,4.168322893689517,-0.4229629294973325,4.591285823186849
11.3135892,-2.305689615051435,-1.4334372416931132,-0.8722523733583221
11.3715738,-3.725469217090305,-1.9981465620123222,-1.727322655077983
11.4151029,2.513984909297048,-1.751366003567485,4.265350912864533
11.475483,3.2888880409490424,-0.6064776921470083,3.8953657330960505
11.5221798,-3.4051152757902674,0.550249748881977,-3.9553650246722443
11.5652598,-4.309578374282388,1.462399218024581,-5.771977592306969
11.6262731,3.8465283775694887,1.9997440615700857,1.846784315999403
11.6712818,3.755903642410887,1.6711757986197813,2.084727843791106
11.7151359,-2.5184643089094614,0.8484668702886918,-3.3669311791981533
11.7762565,-3.1964099421966665,-0.6479893894052583,-2.5484205527914083
11.8221289,3.399256231608987,-1.5745764247532588,4.973832656362246
11.8657856,4.267113686840597,-1.9866072871962805,6.253720974036877
11.9161533,-2.6552140198548413,-1.7384658770064014,-0.9167481428484399
11.9712643,-3.7577176099796343,-0.7066134792455161,-3.0511041307341182
12.0170105,2.768331362758651,0.4242721111343477,2.3440592516243033
12.0762765,3.1939935133929316,1.6366823077568,1.5573112056361316
12.1227852,-3.4741304217073927,1.9992254299092833,-5.473355851616676
12.1656804,-4.2757034009543595,1.7443112576609756,-6.020014658615335
12.2260821,3.827291406892266,0.5921125816874615,3.2351788252048044
12.2712941,3.754628002947027,-0.5288150898025301,4.2834430927495575
12.3154661,-2.563135609741616,-1.465931239164944,-1.0972043705766719
12.3606911,-4.627901415362752,-1.9677550448988974,-2.6601463704638544
12.4217687,3.3575464715884964,-1.6644220077182512,5.021968479306747
12.4671795,4.148936754791356,-0.8016818726745519,4.950618627465907
12.5261303,-3.832158999386041,0.6449879116688652,-4.4771469110549065
12.5712406,-3.7601724295705186,1.5607130916057141,-5.3208855211762325
